"","age","gender","lg","id","vowel","step","target","response","RT"
"1753",25,"Male","Mandarin","31Mandarin","[y]",6,0,1,394.7
"1762",25,"Male","Mandarin","31Mandarin","[i]",7,0,1,364.3
"1768",25,"Male","Mandarin","31Mandarin","[ʉ]",0,0,0,793.7
"1770",25,"Male","Mandarin","31Mandarin","[u]",0,0,0,388.1
"1771",25,"Male","Mandarin","31Mandarin","[y]",1,0,0,366.3
"1775",25,"Male","Mandarin","31Mandarin","[i]",2,0,0,765.1
"1776",25,"Male","Mandarin","31Mandarin","[ʉ]",5,0,1,449.5
"1780",25,"Male","Mandarin","31Mandarin","[y]",5,0,1,164.4
"1786",25,"Male","Mandarin","31Mandarin","[i]",8,0,1,684.8
"1793",25,"Male","Mandarin","31Mandarin","[i]",0,0,0,896.5
"1803",25,"Male","Mandarin","31Mandarin","[u]",0,0,0,321.5
"1804",25,"Male","Mandarin","31Mandarin","[y]",0,0,0,395.4
"1806",25,"Male","Mandarin","31Mandarin","[i]",5,0,1,1049.4
"1817",25,"Male","Mandarin","31Mandarin","[ʉ]",1,0,0,716.8
"1824",25,"Male","Mandarin","31Mandarin","[ʉ]",8,0,1,419.5
"1830",25,"Male","Mandarin","31Mandarin","[i]",0,0,0,133.2
"1839",25,"Male","Mandarin","31Mandarin","[ʉ]",4,0,1,933.8
"1851",25,"Male","Mandarin","31Mandarin","[y]",3,0,1,386.6
"1859",25,"Male","Mandarin","31Mandarin","[ʉ]",6,0,1,611.5
"1862",25,"Male","Mandarin","31Mandarin","[y]",2,0,1,1003.3
"1870",25,"Male","Mandarin","31Mandarin","[ʉ]",0,0,0,687.6
"1881",25,"Male","Mandarin","27Mandarin","[ʉ]",5,0,1,448
"1883",25,"Male","Mandarin","27Mandarin","[y]",1,0,0,650
"1893",25,"Male","Mandarin","27Mandarin","[ʉ]",7,0,1,489
"1894",25,"Male","Mandarin","27Mandarin","[y]",0,0,1,388
"1901",25,"Male","Mandarin","27Mandarin","[i]",5,0,1,174
"1914",25,"Male","Mandarin","27Mandarin","[y]",4,0,1,572
"1929",25,"Male","Mandarin","27Mandarin","[y]",3,0,1,257
"1934",25,"Male","Mandarin","27Mandarin","[i]",0,0,0,335
"1936",25,"Male","Mandarin","27Mandarin","[ʉ]",2,0,1,581
"1937",25,"Male","Mandarin","27Mandarin","[ʉ]",1,0,0,337
"1939",25,"Male","Mandarin","27Mandarin","[y]",6,0,1,625
"1942",25,"Male","Mandarin","27Mandarin","[i]",8,0,1,487
"1943",25,"Male","Mandarin","27Mandarin","[i]",1,0,0,135
"1945",25,"Male","Mandarin","27Mandarin","[ʉ]",3,0,1,494
"1946",25,"Male","Mandarin","27Mandarin","[i]",4,0,1,397
"1949",25,"Male","Mandarin","27Mandarin","[ʉ]",0,0,0,143
"1950",25,"Male","Mandarin","27Mandarin","[ʉ]",4,0,1,514
"1958",25,"Male","Mandarin","27Mandarin","[ʉ]",8,0,1,612
"1962",25,"Male","Mandarin","27Mandarin","[y]",5,0,1,460
"1972",25,"Male","Mandarin","27Mandarin","[i]",3,0,1,449
"1976",25,"Male","Mandarin","27Mandarin","[y]",2,0,0,261
"1983",25,"Male","Mandarin","27Mandarin","[ʉ]",6,0,1,1117
"1988",25,"Male","Mandarin","27Mandarin","[i]",7,0,1,161
"1991",25,"Male","Mandarin","27Mandarin","[i]",0,0,0,366
"1992",25,"Male","Mandarin","27Mandarin","[i]",6,0,1,648
"1994",25,"Male","Mandarin","27Mandarin","[u]",0,0,0,427
"1995",25,"Male","Mandarin","27Mandarin","[u]",0,0,0,437
"2001",25,"Male","Mandarin","27Mandarin","[i]",2,0,0,401
"2011",25,"Male","Mandarin","27Mandarin","[ʉ]",0,0,0,694
"2012",25,"Male","Mandarin","27Mandarin","[y]",0,0,0,745
"2033",25,"Male","Mandarin","17Mandarin","[i]",3,0,1,336
"2037",25,"Male","Mandarin","17Mandarin","[ʉ]",2,0,1,355.7
"2042",25,"Male","Mandarin","17Mandarin","[ʉ]",0,0,0,292.2
"2051",25,"Male","Mandarin","17Mandarin","[y]",2,0,1,394.2
"2056",25,"Male","Mandarin","17Mandarin","[ʉ]",0,0,0,446.4
"2065",25,"Male","Mandarin","17Mandarin","[i]",5,0,1,905.9
"2066",25,"Male","Mandarin","17Mandarin","[i]",7,0,1,341.2
"2067",25,"Male","Mandarin","17Mandarin","[y]",6,0,1,412.6
"2073",25,"Male","Mandarin","17Mandarin","[u]",0,0,0,275
"2077",25,"Male","Mandarin","17Mandarin","[y]",5,0,1,380
"2078",25,"Male","Mandarin","17Mandarin","[i]",8,0,1,381.2
"2081",25,"Male","Mandarin","17Mandarin","[y]",3,0,1,361.6
"2082",25,"Male","Mandarin","17Mandarin","[ʉ]",4,0,1,704.8
"2085",25,"Male","Mandarin","17Mandarin","[i]",0,0,0,284.2
"2086",25,"Male","Mandarin","17Mandarin","[ʉ]",6,0,1,680.8
"2099",25,"Male","Mandarin","17Mandarin","[y]",4,0,1,372.9
"2100",25,"Male","Mandarin","17Mandarin","[i]",1,0,0,285.7
"2101",25,"Male","Mandarin","17Mandarin","[i]",0,0,0,312.7
"2103",25,"Male","Mandarin","17Mandarin","[y]",0,0,0,322.8
"2113",25,"Male","Mandarin","17Mandarin","[ʉ]",7,0,1,242.8
"2123",25,"Male","Mandarin","17Mandarin","[ʉ]",5,0,1,433.8
"2124",25,"Male","Mandarin","17Mandarin","[y]",0,0,0,131.1
"2127",25,"Male","Mandarin","17Mandarin","[ʉ]",1,0,0,319.1
"2130",25,"Male","Mandarin","17Mandarin","[i]",2,0,0,453.4
"2142",25,"Male","Mandarin","17Mandarin","[ʉ]",3,0,1,400.4
"2144",25,"Male","Mandarin","17Mandarin","[i]",4,0,1,466.5
"2147",25,"Male","Mandarin","17Mandarin","[y]",1,0,0,288.2
"2152",25,"Male","Mandarin","17Mandarin","[i]",6,0,1,441.4
"2157",25,"Male","Mandarin","17Mandarin","[u]",0,0,0,401
"2159",25,"Male","Mandarin","17Mandarin","[ʉ]",8,0,1,525.1
"2162",19,"Male","Mandarin","15Mandarin","[i]",8,0,1,627.49
"2163",19,"Male","Mandarin","15Mandarin","[i]",0,0,0,551.45
"2165",19,"Male","Mandarin","15Mandarin","[i]",4,0,1,565.74
"2173",19,"Male","Mandarin","15Mandarin","[i]",3,0,0,471.73
"2179",19,"Male","Mandarin","15Mandarin","[y]",3,0,1,417.54
"2182",19,"Male","Mandarin","15Mandarin","[ʉ]",3,0,1,446.86
"2189",19,"Male","Mandarin","15Mandarin","[i]",2,0,0,916.03
"2194",19,"Male","Mandarin","15Mandarin","[ʉ]",8,0,1,655.57
"2200",19,"Male","Mandarin","15Mandarin","[i]",0,0,0,345.99
"2206",19,"Male","Mandarin","15Mandarin","[i]",7,0,1,565.43
"2207",19,"Male","Mandarin","15Mandarin","[u]",0,0,0,243.86
"2213",19,"Male","Mandarin","15Mandarin","[ʉ]",5,0,1,241.14
"2221",19,"Male","Mandarin","15Mandarin","[y]",4,0,1,121.13
"2222",19,"Male","Mandarin","15Mandarin","[y]",2,0,0,575.56
"2227",19,"Male","Mandarin","15Mandarin","[y]",1,0,0,235.5
"2228",19,"Male","Mandarin","15Mandarin","[i]",6,0,1,193.26
"2230",19,"Male","Mandarin","15Mandarin","[i]",5,0,1,351.16
"2233",19,"Male","Mandarin","15Mandarin","[i]",1,0,0,209.17
"2241",19,"Male","Mandarin","15Mandarin","[u]",0,0,0,353.85
"2242",19,"Male","Mandarin","15Mandarin","[y]",0,0,0,462.93
"2250",19,"Male","Mandarin","15Mandarin","[y]",6,0,1,234.88
"2258",19,"Male","Mandarin","15Mandarin","[ʉ]",0,0,0,740.54
"2264",19,"Male","Mandarin","15Mandarin","[ʉ]",4,0,1,620.46
"2269",19,"Male","Mandarin","15Mandarin","[y]",5,0,1,777.88
"2272",19,"Male","Mandarin","15Mandarin","[y]",0,0,0,320.79
"2280",19,"Male","Mandarin","15Mandarin","[ʉ]",2,0,1,469.61
"2281",19,"Male","Mandarin","15Mandarin","[ʉ]",7,0,1,254.17
"2288",19,"Male","Mandarin","15Mandarin","[ʉ]",1,0,0,354.81
"2289",19,"Male","Mandarin","15Mandarin","[ʉ]",6,0,1,246.81
"2296",19,"Male","Mandarin","15Mandarin","[ʉ]",0,0,0,214.01
"2315",22,"Female","Mandarin","14Mandarin","[ʉ]",5,0,1,501.1
"2321",22,"Female","Mandarin","14Mandarin","[i]",7,0,1,426.4
"2323",22,"Female","Mandarin","14Mandarin","[i]",1,0,0,384.5
"2329",22,"Female","Mandarin","14Mandarin","[ʉ]",2,0,1,347
"2337",22,"Female","Mandarin","14Mandarin","[i]",0,0,0,485.7
"2338",22,"Female","Mandarin","14Mandarin","[y]",2,0,0,619.4
"2342",22,"Female","Mandarin","14Mandarin","[i]",0,0,0,827.7
"2349",22,"Female","Mandarin","14Mandarin","[ʉ]",4,0,1,472.8
"2356",22,"Female","Mandarin","14Mandarin","[y]",4,0,1,536.7
"2357",22,"Female","Mandarin","14Mandarin","[u]",0,0,0,464.5
"2362",22,"Female","Mandarin","14Mandarin","[y]",5,0,1,451.7
"2365",22,"Female","Mandarin","14Mandarin","[u]",0,0,0,819.5
"2366",22,"Female","Mandarin","14Mandarin","[i]",5,0,0,657.7
"2367",22,"Female","Mandarin","14Mandarin","[y]",0,0,0,457.1
"2370",22,"Female","Mandarin","14Mandarin","[ʉ]",1,0,0,421.9
"2377",22,"Female","Mandarin","14Mandarin","[i]",2,0,0,770.4
"2381",22,"Female","Mandarin","14Mandarin","[i]",6,0,1,482.6
"2393",22,"Female","Mandarin","14Mandarin","[ʉ]",7,0,1,446.2
"2394",22,"Female","Mandarin","14Mandarin","[i]",4,0,0,348.2
"2396",22,"Female","Mandarin","14Mandarin","[ʉ]",0,0,0,397
"2403",22,"Female","Mandarin","14Mandarin","[y]",0,0,0,553.7
"2404",22,"Female","Mandarin","14Mandarin","[i]",8,0,1,478.3
"2406",22,"Female","Mandarin","14Mandarin","[ʉ]",3,0,1,554.4
"2408",22,"Female","Mandarin","14Mandarin","[y]",1,0,0,565.4
"2409",22,"Female","Mandarin","14Mandarin","[y]",6,0,1,1016.6
"2411",22,"Female","Mandarin","14Mandarin","[ʉ]",8,0,1,618.2
"2421",22,"Female","Mandarin","14Mandarin","[i]",3,0,0,380.3
"2429",22,"Female","Mandarin","14Mandarin","[ʉ]",6,0,0,616.6
"2430",22,"Female","Mandarin","14Mandarin","[y]",3,0,1,489.9
"2443",22,"Female","Mandarin","14Mandarin","[ʉ]",0,0,0,395.2
"2453",22,"Female","Mandarin","38Mandarin","[ʉ]",7,0,0,492
"2454",22,"Female","Mandarin","38Mandarin","[ʉ]",8,0,1,913
"2455",22,"Female","Mandarin","38Mandarin","[i]",0,0,0,349
"2457",22,"Female","Mandarin","38Mandarin","[y]",6,0,0,625
"2466",22,"Female","Mandarin","38Mandarin","[y]",0,0,0,415
"2468",22,"Female","Mandarin","38Mandarin","[i]",6,0,1,575
"2472",22,"Female","Mandarin","38Mandarin","[ʉ]",3,0,1,473
"2477",22,"Female","Mandarin","38Mandarin","[u]",0,0,0,337
"2480",22,"Female","Mandarin","38Mandarin","[y]",5,0,0,400
"2481",22,"Female","Mandarin","38Mandarin","[i]",0,0,0,312
"2484",22,"Female","Mandarin","38Mandarin","[i]",2,0,0,378
"2504",22,"Female","Mandarin","38Mandarin","[ʉ]",5,0,1,402
"2505",22,"Female","Mandarin","38Mandarin","[y]",4,0,1,366
"2507",22,"Female","Mandarin","38Mandarin","[ʉ]",1,0,0,421
"2513",22,"Female","Mandarin","38Mandarin","[i]",5,0,0,381
"2519",22,"Female","Mandarin","38Mandarin","[i]",8,0,1,356
"2525",22,"Female","Mandarin","38Mandarin","[i]",1,0,0,475
"2535",22,"Female","Mandarin","38Mandarin","[ʉ]",2,0,0,410
"2542",22,"Female","Mandarin","38Mandarin","[u]",0,0,0,326
"2544",22,"Female","Mandarin","38Mandarin","[i]",3,0,0,329
"2546",22,"Female","Mandarin","38Mandarin","[y]",0,0,0,541
"2547",22,"Female","Mandarin","38Mandarin","[ʉ]",0,0,0,347
"2552",22,"Female","Mandarin","38Mandarin","[ʉ]",0,0,0,378
"2559",22,"Female","Mandarin","38Mandarin","[y]",3,0,0,376
"2566",22,"Female","Mandarin","38Mandarin","[y]",2,0,1,376
"2570",22,"Female","Mandarin","38Mandarin","[i]",7,0,1,324
"2571",22,"Female","Mandarin","38Mandarin","[i]",4,0,0,504
"2573",22,"Female","Mandarin","38Mandarin","[y]",1,0,0,829
"2587",22,"Female","Mandarin","38Mandarin","[ʉ]",4,0,0,420
"2592",22,"Female","Mandarin","38Mandarin","[ʉ]",6,0,1,454
"2593",22,"Female","Mandarin","48Mandarin","[i]",8,0,1,808.8
"2601",22,"Female","Mandarin","48Mandarin","[y]",3,0,1,613.3
"2604",22,"Female","Mandarin","48Mandarin","[y]",1,0,0,459
"2612",22,"Female","Mandarin","48Mandarin","[ʉ]",5,0,1,474.1
"2613",22,"Female","Mandarin","48Mandarin","[i]",7,0,1,461.2
"2614",22,"Female","Mandarin","48Mandarin","[y]",5,0,1,426.6
"2622",22,"Female","Mandarin","48Mandarin","[y]",6,0,1,522.8
"2636",22,"Female","Mandarin","48Mandarin","[ʉ]",0,0,0,712.2
"2639",22,"Female","Mandarin","48Mandarin","[ʉ]",2,0,1,711.9
"2648",22,"Female","Mandarin","48Mandarin","[i]",4,0,1,272.9
"2649",22,"Female","Mandarin","48Mandarin","[i]",0,0,0,452.9
"2662",22,"Female","Mandarin","48Mandarin","[y]",2,0,0,848.3
"2663",22,"Female","Mandarin","48Mandarin","[i]",5,0,1,237.1
"2666",22,"Female","Mandarin","48Mandarin","[i]",0,0,0,287.1
"2667",22,"Female","Mandarin","48Mandarin","[ʉ]",1,0,0,598.8
"2668",22,"Female","Mandarin","48Mandarin","[u]",0,0,0,845.9
"2673",22,"Female","Mandarin","48Mandarin","[ʉ]",8,0,1,526.5
"2675",22,"Female","Mandarin","48Mandarin","[i]",2,0,0,422.5
"2689",22,"Female","Mandarin","48Mandarin","[y]",0,0,0,190.9
"2691",22,"Female","Mandarin","48Mandarin","[ʉ]",7,0,1,796.3
"2695",22,"Female","Mandarin","48Mandarin","[y]",0,0,0,367.4
"2698",22,"Female","Mandarin","48Mandarin","[u]",0,0,0,773.3
"2699",22,"Female","Mandarin","48Mandarin","[i]",1,0,0,530.4
"2712",22,"Female","Mandarin","48Mandarin","[ʉ]",0,0,0,169.7
"2717",22,"Female","Mandarin","48Mandarin","[ʉ]",4,0,1,524.7
"2722",22,"Female","Mandarin","48Mandarin","[i]",6,0,1,277.6
"2724",22,"Female","Mandarin","48Mandarin","[i]",3,0,1,191.6
"2725",22,"Female","Mandarin","48Mandarin","[ʉ]",3,0,1,554.7
"2730",22,"Female","Mandarin","48Mandarin","[ʉ]",6,0,1,296.6
"2731",22,"Female","Mandarin","48Mandarin","[y]",4,0,1,1027.8
"2737",19,"Female","Mandarin","76Mandarin","[i]",7,0,1,1095.4
"2740",19,"Female","Mandarin","76Mandarin","[ʉ]",6,0,1,578.3
"2742",19,"Female","Mandarin","76Mandarin","[y]",5,0,1,146.2
"2744",19,"Female","Mandarin","76Mandarin","[i]",6,0,1,556.5
"2763",19,"Female","Mandarin","76Mandarin","[ʉ]",4,0,1,291.6
"2772",19,"Female","Mandarin","76Mandarin","[ʉ]",0,0,0,365.4
"2776",19,"Female","Mandarin","76Mandarin","[y]",0,0,0,801.2
"2778",19,"Female","Mandarin","76Mandarin","[y]",2,0,0,331.2
"2780",19,"Female","Mandarin","76Mandarin","[i]",8,0,1,630.7
"2784",19,"Female","Mandarin","76Mandarin","[i]",4,0,1,413.6
"2787",19,"Female","Mandarin","76Mandarin","[y]",3,0,0,635.6
"2789",19,"Female","Mandarin","76Mandarin","[i]",0,0,0,504.1
"2792",19,"Female","Mandarin","76Mandarin","[ʉ]",0,0,0,402
"2800",19,"Female","Mandarin","76Mandarin","[ʉ]",1,0,0,472.8
"2807",19,"Female","Mandarin","76Mandarin","[u]",0,0,0,441.9
"2808",19,"Female","Mandarin","76Mandarin","[i]",3,0,0,1026.7
"2827",19,"Female","Mandarin","76Mandarin","[y]",1,0,0,736.2
"2833",19,"Female","Mandarin","76Mandarin","[i]",2,0,0,606.5
"2835",19,"Female","Mandarin","76Mandarin","[i]",0,0,0,356.8
"2839",19,"Female","Mandarin","76Mandarin","[y]",6,0,1,508.1
"2844",19,"Female","Mandarin","76Mandarin","[ʉ]",2,0,0,261
"2848",19,"Female","Mandarin","76Mandarin","[y]",4,0,0,326.6
"2849",19,"Female","Mandarin","76Mandarin","[y]",0,0,0,111.2
"2857",19,"Female","Mandarin","76Mandarin","[ʉ]",7,0,1,874.1
"2859",19,"Female","Mandarin","76Mandarin","[i]",5,0,0,346.3
"2865",19,"Female","Mandarin","76Mandarin","[u]",0,0,0,878.7
"2867",19,"Female","Mandarin","76Mandarin","[i]",1,0,0,387.9
"2874",19,"Female","Mandarin","76Mandarin","[ʉ]",5,0,1,1008.2
"2876",19,"Female","Mandarin","76Mandarin","[ʉ]",3,0,0,634.6
"2879",19,"Female","Mandarin","76Mandarin","[ʉ]",8,0,1,660.3
"2881",19,"Female","Mandarin","67Mandarin","[y]",0,0,0,685.8
"2883",19,"Female","Mandarin","67Mandarin","[y]",2,0,1,374.2
"2884",19,"Female","Mandarin","67Mandarin","[ʉ]",8,0,1,460.1
"2891",19,"Female","Mandarin","67Mandarin","[i]",0,0,0,317
"2892",19,"Female","Mandarin","67Mandarin","[i]",3,0,1,388.7
"2893",19,"Female","Mandarin","67Mandarin","[ʉ]",0,0,0,834.3
"2900",19,"Female","Mandarin","67Mandarin","[ʉ]",5,0,1,701.7
"2916",19,"Female","Mandarin","67Mandarin","[i]",1,0,0,322
"2917",19,"Female","Mandarin","67Mandarin","[u]",0,0,0,321.6
"2918",19,"Female","Mandarin","67Mandarin","[y]",1,0,1,383.1
"2923",19,"Female","Mandarin","67Mandarin","[ʉ]",6,0,1,430.7
"2926",19,"Female","Mandarin","67Mandarin","[ʉ]",7,0,1,456.9
"2934",19,"Female","Mandarin","67Mandarin","[ʉ]",2,0,1,415.6
"2935",19,"Female","Mandarin","67Mandarin","[i]",2,0,0,336.2
"2938",19,"Female","Mandarin","67Mandarin","[y]",4,0,1,350.4
"2939",19,"Female","Mandarin","67Mandarin","[ʉ]",0,0,0,350.2
"2944",19,"Female","Mandarin","67Mandarin","[y]",6,0,1,434.4
"2958",19,"Female","Mandarin","67Mandarin","[i]",4,0,1,576.9
"2964",19,"Female","Mandarin","67Mandarin","[i]",5,0,1,447
"2973",19,"Female","Mandarin","67Mandarin","[y]",3,0,1,419
"2977",19,"Female","Mandarin","67Mandarin","[i]",6,0,1,435.5
"2981",19,"Female","Mandarin","67Mandarin","[u]",0,0,0,75.7
"2986",19,"Female","Mandarin","67Mandarin","[ʉ]",1,0,0,427.3
"2989",19,"Female","Mandarin","67Mandarin","[i]",0,0,0,311.9
"2993",19,"Female","Mandarin","67Mandarin","[ʉ]",3,0,1,646.9
"3000",19,"Female","Mandarin","67Mandarin","[ʉ]",4,0,1,315.1
"3014",19,"Female","Mandarin","67Mandarin","[i]",8,0,1,429.2
"3016",19,"Female","Mandarin","67Mandarin","[y]",5,0,1,425.7
"3018",19,"Female","Mandarin","67Mandarin","[y]",0,0,0,339.3
"3023",19,"Female","Mandarin","67Mandarin","[i]",7,0,1,335.2
"3026",19,"Female","Mandarin","73Mandarin","[y]",5,0,1,643.9
"3031",19,"Female","Mandarin","73Mandarin","[i]",2,0,0,385.1
"3036",19,"Female","Mandarin","73Mandarin","[i]",0,0,0,401.8
"3039",19,"Female","Mandarin","73Mandarin","[ʉ]",3,0,1,453.9
"3042",19,"Female","Mandarin","73Mandarin","[y]",4,0,1,158.3
"3049",19,"Female","Mandarin","73Mandarin","[ʉ]",0,0,0,466.6
"3050",19,"Female","Mandarin","73Mandarin","[u]",0,0,0,346.8
"3053",19,"Female","Mandarin","73Mandarin","[ʉ]",5,0,1,451.2
"3074",19,"Female","Mandarin","73Mandarin","[ʉ]",1,0,0,377.3
"3077",19,"Female","Mandarin","73Mandarin","[i]",5,0,1,424.2
"3078",19,"Female","Mandarin","73Mandarin","[i]",1,0,0,340.4
"3080",19,"Female","Mandarin","73Mandarin","[ʉ]",7,0,1,441.5
"3081",19,"Female","Mandarin","73Mandarin","[y]",0,0,0,435.8
"3090",19,"Female","Mandarin","73Mandarin","[y]",3,0,1,514.6
"3095",19,"Female","Mandarin","73Mandarin","[y]",0,0,1,191
"3096",19,"Female","Mandarin","73Mandarin","[y]",2,0,0,521.9
"3101",19,"Female","Mandarin","73Mandarin","[i]",0,0,0,503.8
"3102",19,"Female","Mandarin","73Mandarin","[i]",6,0,1,439.4
"3109",19,"Female","Mandarin","73Mandarin","[y]",1,0,1,388
"3111",19,"Female","Mandarin","73Mandarin","[i]",3,0,0,394.5
"3116",19,"Female","Mandarin","73Mandarin","[u]",0,0,0,222.7
"3117",19,"Female","Mandarin","73Mandarin","[y]",6,0,1,396.8
"3125",19,"Female","Mandarin","73Mandarin","[i]",8,0,1,524
"3127",19,"Female","Mandarin","73Mandarin","[i]",4,0,1,513
"3139",19,"Female","Mandarin","73Mandarin","[ʉ]",6,0,1,257.4
"3144",19,"Female","Mandarin","73Mandarin","[i]",7,0,1,447.7
"3146",19,"Female","Mandarin","73Mandarin","[ʉ]",4,0,1,592
"3156",19,"Female","Mandarin","73Mandarin","[ʉ]",8,0,1,487.1
"3165",19,"Female","Mandarin","73Mandarin","[ʉ]",2,0,1,401.9
"3166",19,"Female","Mandarin","73Mandarin","[ʉ]",0,0,0,362
"3174",19,"Female","Mandarin","66Mandarin","[ʉ]",7,0,1,481.65
"3178",19,"Female","Mandarin","66Mandarin","[y]",1,0,0,342.6
"3184",19,"Female","Mandarin","66Mandarin","[i]",0,0,0,334.16
"3193",19,"Female","Mandarin","66Mandarin","[i]",4,0,1,353.69
"3197",19,"Female","Mandarin","66Mandarin","[y]",5,0,0,451.54
"3200",19,"Female","Mandarin","66Mandarin","[i]",2,0,0,421.64
"3203",19,"Female","Mandarin","66Mandarin","[ʉ]",5,0,1,427.07
"3208",19,"Female","Mandarin","66Mandarin","[i]",5,0,1,430.66
"3209",19,"Female","Mandarin","66Mandarin","[i]",7,0,1,781.21
"3217",19,"Female","Mandarin","66Mandarin","[y]",3,0,0,500.18
"3223",19,"Female","Mandarin","66Mandarin","[ʉ]",1,0,0,132.27
"3232",19,"Female","Mandarin","66Mandarin","[ʉ]",0,0,0,376.62
"3245",19,"Female","Mandarin","66Mandarin","[ʉ]",6,0,1,302.22
"3246",19,"Female","Mandarin","66Mandarin","[ʉ]",2,0,0,347.72
"3252",19,"Female","Mandarin","66Mandarin","[ʉ]",4,0,1,418.54
"3253",19,"Female","Mandarin","66Mandarin","[i]",6,0,1,413.46
"3256",19,"Female","Mandarin","66Mandarin","[y]",4,0,0,513.99
"3257",19,"Female","Mandarin","66Mandarin","[i]",3,0,1,350.32
"3261",19,"Female","Mandarin","66Mandarin","[u]",0,0,0,334.76
"3266",19,"Female","Mandarin","66Mandarin","[y]",0,0,0,427.39
"3269",19,"Female","Mandarin","66Mandarin","[ʉ]",3,0,1,454.36
"3287",19,"Female","Mandarin","66Mandarin","[u]",0,0,0,275.12
"3288",19,"Female","Mandarin","66Mandarin","[ʉ]",0,0,0,498.73
"3290",19,"Female","Mandarin","66Mandarin","[i]",8,0,1,385.54
"3292",19,"Female","Mandarin","66Mandarin","[y]",0,0,0,298.22
"3295",19,"Female","Mandarin","66Mandarin","[i]",1,0,0,376.72
"3296",19,"Female","Mandarin","66Mandarin","[ʉ]",8,0,1,443.97
"3303",19,"Female","Mandarin","66Mandarin","[y]",6,0,1,449.4
"3306",19,"Female","Mandarin","66Mandarin","[i]",0,0,0,311.2
"3307",19,"Female","Mandarin","66Mandarin","[y]",2,0,0,383.28
"3318",19,"Female","Mandarin","64Mandarin","[y]",5,0,1,646.7
"3328",19,"Female","Mandarin","64Mandarin","[i]",0,0,0,493.3
"3330",19,"Female","Mandarin","64Mandarin","[i]",2,0,0,352.7
"3331",19,"Female","Mandarin","64Mandarin","[ʉ]",0,0,0,364.6
"3336",19,"Female","Mandarin","64Mandarin","[y]",4,0,1,431.9
"3338",19,"Female","Mandarin","64Mandarin","[i]",7,0,1,598.2
"3340",19,"Female","Mandarin","64Mandarin","[i]",0,0,0,380.1
"3341",19,"Female","Mandarin","64Mandarin","[ʉ]",1,0,0,364.4
"3343",19,"Female","Mandarin","64Mandarin","[i]",1,0,0,314
"3344",19,"Female","Mandarin","64Mandarin","[i]",3,0,0,775.6
"3346",19,"Female","Mandarin","64Mandarin","[ʉ]",0,0,0,177.8
"3349",19,"Female","Mandarin","64Mandarin","[y]",2,0,1,343.4
"3354",19,"Female","Mandarin","64Mandarin","[u]",0,0,0,747.6
"3357",19,"Female","Mandarin","64Mandarin","[i]",8,0,1,462.8
"3362",19,"Female","Mandarin","64Mandarin","[ʉ]",3,0,1,435.5
"3368",19,"Female","Mandarin","64Mandarin","[y]",6,0,1,447.9
"3369",19,"Female","Mandarin","64Mandarin","[ʉ]",8,0,1,431.4
"3381",19,"Female","Mandarin","64Mandarin","[y]",3,0,1,331.7
"3382",19,"Female","Mandarin","64Mandarin","[ʉ]",5,0,1,439.9
"3389",19,"Female","Mandarin","64Mandarin","[i]",5,0,0,388
"3398",19,"Female","Mandarin","64Mandarin","[u]",0,0,0,278.1
"3412",19,"Female","Mandarin","64Mandarin","[ʉ]",2,0,0,343.9
"3416",19,"Female","Mandarin","64Mandarin","[i]",4,0,1,367.6
"3417",19,"Female","Mandarin","64Mandarin","[i]",6,0,1,409.4
"3422",19,"Female","Mandarin","64Mandarin","[ʉ]",6,0,1,409.2
"3423",19,"Female","Mandarin","64Mandarin","[y]",0,0,0,336.6
"3427",19,"Female","Mandarin","64Mandarin","[y]",0,0,0,331.3
"3434",19,"Female","Mandarin","64Mandarin","[ʉ]",7,0,1,412.8
"3435",19,"Female","Mandarin","64Mandarin","[ʉ]",4,0,1,418.5
"3443",19,"Female","Mandarin","64Mandarin","[y]",1,0,0,375.2
"3459",19,"Male","Mandarin","59Mandarin","[ʉ]",0,0,0,172.4
"3462",19,"Male","Mandarin","59Mandarin","[y]",5,0,1,505.3
"3464",19,"Male","Mandarin","59Mandarin","[i]",5,0,1,340.7
"3467",19,"Male","Mandarin","59Mandarin","[i]",4,0,0,400.8
"3468",19,"Male","Mandarin","59Mandarin","[ʉ]",8,0,1,193.7
"3479",19,"Male","Mandarin","59Mandarin","[i]",2,0,0,430.6
"3485",19,"Male","Mandarin","59Mandarin","[i]",1,0,0,245.6
"3490",19,"Male","Mandarin","59Mandarin","[i]",0,0,0,381
"3492",19,"Male","Mandarin","59Mandarin","[ʉ]",4,0,1,234.4
"3501",19,"Male","Mandarin","59Mandarin","[ʉ]",2,0,0,400.6
"3502",19,"Male","Mandarin","59Mandarin","[y]",3,0,1,147
"3505",19,"Male","Mandarin","59Mandarin","[i]",8,0,1,942
"3508",19,"Male","Mandarin","59Mandarin","[i]",7,0,1,547.6
"3509",19,"Male","Mandarin","59Mandarin","[y]",0,0,0,99.3
"3516",19,"Male","Mandarin","59Mandarin","[y]",2,0,0,92.3
"3520",19,"Male","Mandarin","59Mandarin","[ʉ]",3,0,0,219.5
"3534",19,"Male","Mandarin","59Mandarin","[y]",4,0,1,236.9
"3535",19,"Male","Mandarin","59Mandarin","[y]",6,0,1,157.2
"3544",19,"Male","Mandarin","59Mandarin","[ʉ]",0,0,0,140.2
"3551",19,"Male","Mandarin","59Mandarin","[ʉ]",1,0,0,439.5
